MOLECULE_NAME,SMILES,LogP
2 008,CCOC(=O)C(Cl)(Cl)Cl,"2,39"
2 009,OC(=O)C1C(=C(C(=C(C=1C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O,"1,50"
2 010,C/C(/O)=N/C1CCC2=CC(OC)=C(OC)C(OC)=C2C2C=CC(=O)C(=CC=21)OC,"1,00"
2 011,COC1=CC(=CC(OC)=C1OC)C1C2C(COC2=O)C(O)C2=CC3OCOC=3C=C21,"2,01"
2 012,[O-][N+](=O)C1=CC=C(O)C(=C1O)[N+]([O-])=O,"2,10"
2 013,CC(=O)N(C1C=CC=CC=1)C1C=CC=CC=1,"2,02"
2 014,O=C1C2=CC=CC=C2C(=O)N1C1C=CC=CC=1,"2,40"
2 015,CC1OC(OCC2OC(OC3=CC4OC(=CC(=O)C=4C(O)=C3)C3C=C(O)C(=CC=3)OC)C(O)C(O)C2O)C(O)C(O)C1O,"0,14"
2 016,COC1C=CC(=CC=1O)C1CC(=O)C2=C(C=C(O)C=C2O)O1,"2,60"
2 017,COC1C=CC(=CC=1O)C1=CC(=O)C2C(=CC(O)=CC=2O)O1,"3,10"
2 018,OC1=CC2OC(=CC(=O)C=2C(O)=C1)C1C=CC(O)=CC=1,"3,02"
2 019,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,"3,55"
2 020,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(CC)CC,"4,77"
2 021,CN(C)CCN1C2=CC=CC=C2SC2=CC=CC=C12,"4,20"
2 022,O=C1C=CC2C=CC3OC=CC=3C=2O1,"2,08"
2 023,CC(C)NCC(O)COC1C=CC=C2C=CC=CC2=1,"3,48"
2 024,CN1CCC=C1C1C=CC=NC=1,"1,13"
2 025,O=C1C=C(OC2=CC=CC=C21)C1C=CC=CC=1,"3,56"
2 026,CCCCCCCC(=O)NC1C2SC(C)(C)C(C(O)=O)N2C1=O,"3,32"
2 027,NC1C=CC(=CC=1)S(=O)(=O)NC1=CC=NN1C1C=CC=CC=1,"1,52"
2 028,O=C1C=C(C(=O)C=C1N1CC1)N1CC1,"0,18"
2 029,CC1C=CC=C(C)C=1C,"3,63"
2 030,CC1C(O)=CC=CC=1C,"2,48"
2 031,CC1C(=O)C=CC(=O)C=1C,"1,23"
2 032,CC1C(=O)C(C)=C(C)C(=O)C=1C,"2,23"
2 033,NC1C(Cl)=C(Cl)C(Cl)=C(Cl)C=1Cl,"4,82"
2 034,CC1C=C(C)C=C(C)C=1C,"4,10"
2 035,CC1C=C(C)C=C(C)C=1O,"2,73"
2 036,CC1=CC(=O)C=C(C)C1=O,"1,22"
2 037,OC(=O)C1=CC=CS1,"1,57"
2 038,[O-][N+](=O)C1NC=CN=1,"0,15"
2 039,COC1(C)CC(OC2C(C)C(=O)OC(CC)C(C)C(O)C(C)C(=O)C(C)CC(C)(O)C(OC3OC(C)CC(C3O)N(C)C)C2C)OC(C)C1O,"3,12"
2 040,CC1C=CC=CC=1C(C)C,"4,38"
2 041,CC1=CC=CC=C1C(N)=O,"0,76"
2 042,[O-][N+](=O)C1C=CC=CC=1[N+]([O-])=O,"1,69"
2 043,CN(CC1C=NC2=NC(N)=NC(N)=C2N=1)C1C(Cl)=CC(=CC=1Cl)C(=O)NC(CCC(O)=O)C(O)=O,"-0,10"
2 044,CC1=CC=CC=C1C#N,"2,21"
2 045,CC1C=CC=CC=1C=O,"2,26"
2 046,OC1CCCC2C=CC=CC=21,"1,98"
2 047,OC1=CC=CC2CCCCC=21,"2,95"
2 048,O=C1CC=NC2C=CC=CC=21,"0,58"
2 049,OC(=O)C(CO)C1C=CC=CC=1,"0,77"
2 050,NN(C1C=CC=CC=1)C1C=CC=CC=1,"2,80"
2 051,O=C1C2=CC=CC=C2N=C2CCCN21,"1,33"
2 052,COC1=CC(=O)C=C(OC)C1=O,"-0,06"
2 053,COC1=CC(=CC(OC)=C1O)C(O)=O,"1,04"
2 054,OC(=O)C1C=CC=CC=1NC1=CC(=CC=C1)C(F)(F)F,"5,25"
2 055,COC1=CC=CC=C1OCC(O)COC(N)=O,"0,61"
2 056,COC1C=CC(=CC=1)C1=CC(=S)SS1,"3,82"
2 057,CC(=O)NC1C=CC=CC=1Cl,"1,28"
2 058,CC1C=CC=CC=1OC(C)=O,"1,93"
2 059,CC1N=CSC=1CCCl,"2,12"
2 060,OC1C=CC=CC=1I,"2,65"
2 061,CN1CSC(=S)N(C)C1,"0,63"
2 062,O=C1C=CC=CCC1=O,"0,53"
2 063,CNC(=S)NC,"-0,24"
2 064,CC1=CC=CO1,"1,85"
2 065,S=C1C=CSS1,"1,58"
2 066,CC1NCCN=1,"0,52"
2 067,CC1C=C(C=C(C=1O)[N+]([O-])=O)[N+]([O-])=O,"2,13"
2 068,COC1=CC(=CC=C1O)C(O)CO,"-0,58"
2 069,OC(=O)C1CCCCN1,"-2,31"
2 070,CC1C=C(C=CC=1)C(C)C,"4,50"
2 071,OC(=O)C1C=C(Cl)C=CC=1,"2,68"
2 072,NNC(=O)C1C=CC(Cl)=CC=1,"1,18"
2 073,CC(=C)C1CCC(CO)=CC1,"3,17"
2 074,CC(C)C1C=CC(=CC=1)C(O)=O,"3,40"
2 075,C#CC1C=CC=CC=1,"2,53"
2 076,CCC1C=CN=CC=1,"1,65"
2 077,CCC1C=NC=CC=1,"1,66"
2 078,O=IC1C=CC=CC=1,"-1,61"
2 079,COC1C=C(N)C=CC=1,"0,93"
2 080,CNC(C)CC1C=CC=CC=1,"2,07"
2 081,NNC(=O)NC1=CC=CC=C1,"0,16"
2 082,CC(=O)NC(CC1C=CC(O)=CC=1)C(O)=O,"1,32"
2 083,[O-][N+](=O)C1C=C(C=CC=1)SSC1=CC(=CC=C1)[N+]([O-])=O,"4,06"
2 084,CC1C=CC=C(C=1)NC(C)=O,"1,68"
2 085,NC(=O)NCC1C=CC=CC=1,"0,73"
2 086,OCC(O)COC1C=CC=CC=1,"0,70"
2 087,C(=NC1C=CC=CC=1)C1C=CC=CC=1,"2,82"
2 088,CCCCCC1C=CC=CC=1,"4,90"
2 089,CNCCC=CC1=CN=CC=C1,"1,13"
2 090,COCC1C=CC=CC=1,"1,92"
2 091,CC(=O)NC1C=CC(Cl)=CC=1,"2,10"
2 092,NC(=S)N=NC1C=CC(C=C1)N=NC(N)=N,"1,23"
2 093,CCOCC1C=CC=CC=1,"2,16"
2 094,FC1C=CC(F)=CC=1,"2,13"
2 095,NC1=CC=C(I)C=C1,"2,34"
2 096,OC1=CC=C(I)C=C1,"2,91"
2 097,OCCBr,"0,23"
2 098,CCCCl,"2,04"
2 099,NCC#N,"-1,37"
2 100,CC(=O)OC(C)(C)C,"1,76"
2 101,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,"9,06"
2 102,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,"8,03"
2 103,CCCC(N)=O,"-0,21"
2 104,O=C1C=CC(=O)N1,"-0,29"
2 105,ClC1=CC(Cl)=CC=C1,"3,53"
2 106,CCOC(=O)NC(O)C(Cl)(Cl)Cl,"1,84"
2 107,O=C1CCCCO1,"-0,35"
2 108,CC(C)CCC#N,"1,54"
2 109,ClC=CCCl,"2,04"
2 110,N#CCCCl,"0,18"
2 111,CCN=C=S,"1,47"
2 112,CCCCCC(C)O,"2,31"
2 113,CCCCCCl,"2,92"
2 114,CC(C)CCO[N+]([O-])=O,"2,84"
2 115,CC(C)CCOCCC(C)C,"4,25"
2 116,N#CCCCC#N,"-0,72"
2 117,C1C=CC=CC=C1,"2,63"
2 118,CCCCCCCCCCCCCC(O)=O,"6,11"
2 119,N#CC(Cl)(Cl)Cl,"2,09"
2 120,CC12CCC(O)CC1CCC1C2CCC2(C)C(C(O)CC21O)C1COC(=O)C=1,"1,60"
2 121,CC1OC(CC(O)C1O)OC1CCC2(C)C3CCC4(C)C(C(O)CC4(O)C3CCC2C1)C1COC(=O)C=1,"1,43"
2 122,O=P(N1CC1)(N1CC1)N1CC1,"-0,62"
2 123,CC(C)C1(CC(=C)Br)C(=O)NC(=O)NC1=O,"1,47"
2 124,CC1CCCC2(C)CC3OC(=O)C(=C)C3C=C21,"3,38"
2 125,CC(=O)NO,"-1,59"
2 126,NS(=O)(=O)C1C=CC(=CC=1)NS(=O)(=O)C1C=CC(N)=CC=1,"0,35"
2 127,CC(CCC(O)=O)C1CCC2C3C(CCC21C)C1(C)CCC(O)CC1C(O)C3O,"2,80"
2 128,C[N+](C)=C1C=CC(C=C1)=C(C1C=CC(=CC=1)N(C)C)C1C=CC(=CC=1)N(C)C,"0,96"
2 129,O=C1NC2=CC=CC=C2N1C1CCN(CC=1)CCCC(=O)C1C=CC(F)=CC=1,"3,50"
2 130,CN1C(=O)C2C=CC=CC=2C1=O,"1,31"
2 131,S=C=NC1=CC=CC2=CC=CC=C21,"4,34"
2 132,CCCCCC(O)C=CC1C(CC=CCCCC(O)=O)C(O)CC1O,"4,39"
2 133,CCC(OC1C=CC=CC=1)C(=O)NC1C2SC(C)(C)C(C(O)=O)N2C1=O,"2,65"
2 134,CC1=NC=C(N1C)[N+]([O-])=O,"0,31"
2 135,CC(=O)C1=CC=CC=C1N,"1,63"
2 136,[O-][N+](=O)C1=CC=CC=C1C(O)=O,"1,46"
2 137,CC(=O)NC1C=CC=CC=1[N+]([O-])=O,"1,00"
2 138,OC1C=C2OC(CC(=O)C2=C(O)C=1)C1=CC(O)=C(O)C=C1,"2,02"
2 139,CN1C=NC2NC(=O)NC(=O)C1=2,"-0,89"
2 140,CN(C1C=CC=CC=1)C1C=CC=CC=1,"3,90"
2 141,OC(C(=O)C1=CC=CO1)C1=CC=CO1,"0,54"
2 142,[O-][N+](=O)C1C=CC=CC=1C=O,"1,74"
2 143,O=C1CCC2=CC=CC=C2N1,"1,34"
2 144,CC(=O)NC1C=C(C=CC=1OCCC)[N+]([O-])=O,"1,60"
2 145,C1=CN=CC=C1C1C=CN=CC=1,"1,28"
2 146,ClCCN(CCCl)C1C=CC=CC=1,"2,90"
2 147,CC(C)CCC(=O)C1C=COC=1,"2,76"
2 148,COC(=O)C(=O)OC,"-0,17"
2 149,CC1=CC(=O)C=CC1=O,"0,72"
2 150,NC1=CC=C(Cl)C=C1Cl,"2,78"
2 151,CCC(=O)OC,"0,83"
2 152,CC1=CC=CS1,"2,33"
2 153,CC(=O)N=C1SC(=NN1C)S(N)(=O)=O,"0,13"
2 154,CC1CCC2C(C=1)C2(C)C,"4,44"
2 155,[O-][N+](=O)C1C=CC=C(O)C=1,"2,00"
2 156,COC1C=C(C=CC=1)[N+]([O-])=O,"2,16"
2 157,[O-][N+](=O)C1C=CC(=CC=1)C=O,"1,56"
2 158,N#CCC1=CC=C(C=C1)[N+]([O-])=O,"1,37"
2 159,CCCCN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,"4,10"
2 160,N#CC(C#N)N=NC1C=C(Cl)C=CC=1,"3,38"
2 161,CC(=O)NC1C=CC(=CC=1)C(O)=O,"1,31"
2 162,COC(=O)CC(C)C,"1,82"
2 163,NCC(=O)NCC(=O)NCC(O)=O,"-2,68"
2 164,NCC(=O)NCC(O)=O,"-2,92"
2 165,OCC1CO1,"-0,95"
2 166,CN=C=S,"0,94"
2 167,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,"6,74"
2 168,CP(=O)(OCC)SCCSCC,"1,48"
2 169,NC(=N)N[N+]([O-])=O,"-0,89"
2 170,O=C1N=CCC=N1,"-1,62"
2 171,CCCOC,"1,21"
2 172,CCCC(=O)OCC(O)CO,"-0,17"
2 173,CC(=C)Cl,"2,00"
2 174,BrC(Br)(Br)Br,"3,42"
2 175,CS(=O)(=O)F,"0,55"
2 176,CN1CCC23C4OC5C2=C(CC1C3C=CC4OC(C)=O)C=CC=5OC(C)=O,"1,58"
2 177,C=C(Br)CC1(CC=C)C(=O)NC(=O)NC1=O,"1,37"
2 178,CCOC(=O)C1(CCN(CCC(O)C2C=CC=CC=2)CC1)C1C=CC=CC=1,"4,04"
2 179,CC(C)C1(O)CC=C(C)CC1,"3,26"
2 180,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,"5,07"
2 181,CC(C)C(C)=O,"0,84"
2 182,C1OC1C1CO1,"-0,52"
2 183,CC1C2C(C(=O)C3C1=CC=CC=3O)C(=O)C1(O)C(C(C(=O)C(C(N)=O)C1=O)N(C)C)C2O,"-0,02"
2 184,CC1(C)C2CC1CCC2C=O,"2,98"
2 185,CC(C)C(=O)C(C)C,"1,86"
2 186,CC1C=CC=C2C=CC=C(C)C=12,"4,26"
2 187,CN(C)C1C=CC(=CC=1)C(C1C=CC=CC=1)=C1C=CC(C=C1)=[N+](C)C,"0,62"
2 188,CC1=CC=C(C)C2C=CC=CC1=2,"4,37"
2 189,OC1C=CC(O)=C2C=CC=CC=12,"1,90"
2 190,CC1C=CC=C2C=1C=CC=C2C,"4,38"
2 191,[O-][N+](=O)C1=CC=CC(=C1O)[N+]([O-])=O,"1,37"
2 192,CC1C=CC2=CC=CC=C2C=1C,"4,31"
2 193,ON=C(C1C=CC=CC=1)C1C=CC=CC=1,"3,20"
2 194,CC1C=C2C(C=CC=C2C)=CC=1,"4,44"
2 195,OC1C=C2C(C=CC=C2O)=CC=1,"1,94"
2 196,CC1C=C2C=CC=CC2=C(C)C=1,"4,42"
2 197,OC1=CC=CC(Cl)=C1Cl,"2,84"
2 198,CC1C=CC=C(C)C=1O,"2,36"
2 199,[O-][N+](=O)C1C=CC=CC=1Br,"2,52"
2 200,CC(=O)C1=CC=CC=C1C(O)=O,"0,81"
2 201,CC(=O)C1=CC=CC=C1[N+]([O-])=O,"1,28"
2 202,NC1=CC=CC2N=C3C=CC=CC3=CC=21,"2,47"
2 203,NC1=CC=CC2=CC3=CC=CC=C3N=C21,"3,26"
2 204,CCC1C=CC=CC=1N,"1,74"
2 205,COC1C=CC=CC=1Br,"2,86"
2 206,CC1C=CC=CC=1OC,"2,74"
2 207,NC1C=CC=C2C=CC=NC2=1,"1,79"
2 208,OC1C=CC=C2N=CC=CC2=1,"1,85"
2 209,NC1=CC=NC2=CC=CC=C21,"1,63"
2 210,O=C1C2=CC=CC=C2N=C2C=CC=CN21,"2,08"
2 211,CC(=O)N(C)C1C=CC=CC=1,"1,12"
2 212,CN(C(=O)C(Cl)Cl)C1C=CC(O)=CC=1,"1,78"
2 213,OC(C(O)C1C=CC=CC=1)C1C=CC=CC=1,"1,91"
2 214,NN(C(=O)C1C=CC=CC=1)C1C=CC=CC=1,"2,30"
2 215,CC(=O)N(C)C1C=CC(O)=CC=1,"0,61"
2 216,CC(=O)C1C=CC=CC=1OC,"1,82"
2 217,COC1=CC=CC=C1C(O)=O,"1,59"
2 218,OC(=O)C1=CC=CC=C1NC(=O)C1C=CC=CC=1,"3,54"
2 219,CC(=O)OC1=CC=CC=C1C(=O)OC,"1,46"
2 220,NC1=CC2C=CC=NC=2C=C1,"1,28"
2 221,OC1=CC2C=CC=NC=2C=C1,"1,80"
2 222,NC1C=C2C=CC=CC2=NC=1,"1,63"
2 223,OC1=CC2=CC=CC=C2N=C1,"2,08"
2 224,OC1C=C2N=CC=CC2=CC=1,"1,98"
2 225,NC1=CC=C2C=CC=CC2=N1,"1,87"
2 226,OC1C=C(C=CC=1)C1C=CC=CC=1,"3,23"
2 227,CC(=O)NC1C=CC=CC=1OCC,"1,49"
2 228,NC1=CC2=CC3=CC=CC=C3N=C2C=C1,"2,62"
2 229,NC1=CC2=NC3=CC=CC=C3C=C2C=C1,"2,77"
2 230,CC1C=C2C=CC=CC2=CC=1C,"4,40"
2 231,CC1=CC2C=CC(C)=CC=2C=C1,"4,31"
2 232,OC1C=C2C=CC(O)=CC2=CC=1,"1,90"
2 233,C1=CN=CC=C1C1=CC=CC=N1,"1,58"
2 234,C1N=CC=CC=1C1=CC=CC=N1,"1,46"
2 235,CC(=O)OC(OC(C)=O)C1C=CC=CC=1,"1,62"
2 236,[O-][N+](=O)C1C=C2C=CC=CC2=CC=1,"3,24"
2 237,OC(=O)CC1=CC2=CC=CC=C2C=C1,"2,81"
2 238,CC1C=C2N=CNC2=CC=1C,"2,35"
2 239,S=C1NC2=CC=CC=C2N1,"1,66"
2 240,BrC1C=CC=CC=1Br,"3,64"
2 241,OC1=CC(Cl)=CC=C1Cl,"3,06"
2 242,CCC(O)CC,"1,21"
2 243,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,"4,78"
2 244,CC(=C)C(=O)OC(C)(C)C,"2,54"
2 245,CC(C)(C)C1C=C(O)C=CC=1,"3,30"
2 246,CC(C)(C)C1=CC=CC(=N1)C(C)(C)C,"4,14"
2 247,CC1C=C(C=CC=1)C(C)=O,"2,15"
2 248,OC(=O)C1C=CC=C(Br)C=1,"2,87"
2 249,[O-][N+](=O)C1C=CC=C(Br)C=1,"2,64"
2 250,[O-][N+](=O)C1C=C(O)C=C(C=1)[N+]([O-])=O,"2,36"
2 251,CC(=O)C1=CC(=CC=C1)OC,"1,84"
2 252,COC1C=C(C=CC=1)C(O)=O,"2,02"
2 253,CC(C)=C1CC=C(C)CC1,"4,47"
2 254,OC(=O)C1C=CC(Br)=CC=1,"2,86"
2 255,[O-][N+](=O)C1C=CC(Br)=CC=1,"2,55"
2 256,COCC1=CC=C(O1)[N+]([O-])=O,"0,89"
2 257,CC(=O)C1C=CC(=CC=1)C(O)=O,"1,61"
2 258,OCC1C=CN=CC=1,"0,06"
2 259,O=NC1C=CC=CC=1,"2,01"
2 260,OCC1C=CC=CN=1,"0,06"
2 261,CC1C=C(CO)C=CC=1,"1,60"
2 262,O=CC1C=CC=C(Cl)C=1,"2,26"
2 263,CN(C)C(=O)NC1C=CC=C(Cl)C=1,"2,00"
2 264,CC(=O)NC1C=C(C=CC=1)C(O)=O,"1,32"
2 265,OC(=O)COC1C=C(Cl)C=C(Cl)C=1,"2,84"
2 266,O=C(CCl)NC1C=CC=CC=1,"1,63"
2 267,CC(=O)NC1C=CC=C(Cl)C=1,"2,15"
2 268,CC(=O)NC1=CC(=CC=C1)OC,"1,30"
2 269,OC(=O)COC1=CC(Cl)=C(Cl)C=C1,"2,81"
2 270,OC(=O)COC1C=CC=C(Cl)C=1,"2,03"
2 271,CC(=O)NCC1C=CC=CC=1,"0,95"
2 272,CNCCC1C=CC=CC=1,"1,91"
2 273,CCC1C=CC(N)=CC=1,"1,96"
2 274,CC1=CC=C(CO)C=C1,"1,58"
2 275,NNC1C=CC(Br)=CC=1,"1,39"
2 276,CCCC(O)CCC,"2,22"
2 277,CCCC(O)CCCC,"2,68"
2 278,CCCCC(O)CC,"2,24"
2 279,CC1CCC(O)CC1,"1,79"
2 280,CC1CCC(=O)CC1,"1,38"
2 281,CC1C=C(Br)C=CC=1,"3,41"
2 282,NC1=CC(Br)=CC=C1,"2,10"
2 283,OC1=CC(Br)=CC=C1,"2,63"
2 284,CC1=CN=CC(C)=C1,"1,78"
2 285,NC1=CC(O)=CC=C1,"0,21"
2 286,COC1C=C(C=O)C=CC=1,"1,71"
2 287,CC(=O)NC1=CC(=CC=C1)OCC,"1,82"
2 288,OC1C=C(Cl)C=C(Cl)C=1,"3,62"
2 289,IC1C=CC=CC=1,"3,25"
2 290,NC1C=CN=CN=1,"-0,25"
2 291,CCCCC(C)=O,"1,38"
2 292,CC(C)CN=C=S,"2,82"
2 293,CC(=O)OCC=C,"0,97"
2 294,C=CCC=C,"2,48"
2 295,CCCCNC(N)=O,"0,41"
2 296,CCCCOC(N)=O,"0,85"
2 297,CCCCC=C,"3,39"
2 298,C=CCCC=C,"2,87"
2 299,CCC=CC=C,"3,16"
2 300,CCCCCF,"2,33"
2 301,C1CC=CC=C1,"2,47"
2 302,CCCCCC=C,"3,99"
2 303,CCCCN=C=S,"2,92"
2 304,CF,"0,51"
2 305,C=CBr,"1,57"
2 306,FCCl,"0,51"
2 307,CCC(C)(C)Cl,"2,52"
2 308,CC(C)(O)C(O)=O,"-0,36"
2 309,NC(=O)C(Cl)(Cl)Cl,"1,04"
2 310,CC(C)(C)[N+]([O-])=O,"1,17"
2 311,CC1OC(OC2CCC3(C)C(C2)CCC2C3CCC3(C)C4(COC(=O)C=C4)C(O)CC32O)C(O)C(OC)C1O,"0,59"
2 312,CCC(C)(C)C(O)=O,"1,90"
2 313,CC(C)(C(O)=O)C(O)=O,"0,39"
2 314,CCS(=O)(=O)CC,"-0,59"
2 315,CCCS(=O)(=O)CCC,"0,39"
2 316,BrC=C(Br)Br,"3,20"
2 317,OCC(Cl)Cl,"0,37"
2 318,CNC(N)=O,"-1,40"
2 319,CNC(N)=S,"-0,69"
2 320,COC(N)=O,"-0,66"
2 321,CCN(C)C,"0,70"
2 322,CC(Br)C(O)=O,"0,92"
2 323,CC(C)C(C)O,"1,28"
2 324,CC(Cl)[N+]([O-])=O,"1,10"
2 325,COC(=O)C(C)(C)C,"1,83"
2 326,COC(=O)C(Cl)(Cl)Cl,"2,03"
2 327,ONS(=O)(=O)C1C=CC=CC=1,"0,48"
2 328,CC1=CN=C(NS(=O)(=O)C2C=CC(N)=CC=2)N=C1,"0,34"
2 329,CCC(C)[N+]([O-])=O,"1,20"
2 330,CC(C)N(N=O)C(C)C,"1,38"
2 331,OC(=O)C1C(Br)=CC=CC=1Br,"3,58"
2 332,[O-][N+](=O)C1C(O)=CC=CC=1O,"1,56"
2 333,[O-][N+](=O)C1=CC=CC2=CC=CC(=C21)[N+]([O-])=O,"2,52"
2 334,C1=C2C=CC=CC2=C(C2=CC=CC=C21)C1C=CC=CC=1,"6,01"
2 335,[O-][N+](=O)C1C2=CC=CC=C2C=C2C=CC=CC2=1,"4,78"
2 336,[O-][N+](=O)C1=CC=C2CCC3=CC=CC1=C23,"3,85"
2 337,CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,"-0,77"
2 338,[O-][N+](=O)C1=CC=CC(=C1C(O)=O)C(O)=O,"0,75"
2 339,C1=CC=CC=C1N(C1C=CC=CC=1)C1C=CC=CC=1,"5,74"
2 340,C1=CC=CC=C1P(C1C=CC=CC=1)C1C=CC=CC=1,"5,69"
2 341,CN1C=CC2=CC=CC=C12,"2,72"
2 342,OC1C=CC(Cl)=C2C=CC=CC2=1,"3,94"
2 343,CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,"0,63"
2 344,OC1N=C(C2=CC(Cl)=CC=C2NC1=O)C1C=CC=CC=1,"2,24"
2 345,CC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)C,"2,83"
2 346,[O-][N+](=O)C1=CC=CC2C1=CC=CC=2[N+]([O-])=O,"2,58"
2 347,CC1=CC2=C(C=C1)C(=O)C=CC2=O,"2,10"
2 348,CC1=CC(=O)C(OC)=C(OC)C1=O,"0,80"
2 349,CN1C2=NC(=O)NC2C(=O)NC1=O,"-1,08"
2 350,CC1C(=CC=CC=1[N+]([O-])=O)[N+]([O-])=O,"2,10"
2 351,NC1C(=CC=CC=1[N+]([O-])=O)[N+]([O-])=O,"1,79"
2 352,O=C1CC(=O)C2C=CC=CC1=2,"0,61"
2 353,NS(=O)(=O)C1=CC=CC2=CC=CC=C21,"1,55"
2 354,NNC(=O)C1=CC=CC=C1[N+]([O-])=O,"-0,54"
2 355,COC(=O)C1=CC=CC=C1[N+]([O-])=O,"1,66"
2 356,COC(=O)C1C=CC=CC=1C(=O)C1C=CC=CC=1,"2,70"
2 357,[O-][N+](=O)C1=CC2=CC=CC=C2C(=C1)[N+]([O-])=O,"2,83"
2 358,CC(=O)NC1C(=CC(C)=CC=1C)[N+]([O-])=O,"1,18"
2 359,CN1C(=O)C=CC2=CC=CC=C12,"1,45"
2 360,COC(=O)C1C=CC=CC=1OC,"2,04"
2 361,[O-][N+](=O)C1C=CC=C2N=CC=CC=12,"1,86"
2 362,[O-][N+](=O)C1=CC=CC2=CC=CN=C21,"1,40"
2 363,[O-][N+](=O)C1=CC2CC3C=CC=CC=3C=2C=C1,"3,37"
2 364,CCOC(=O)C(CC1C=CC=CC=1)C(=O)OCC,"2,76"
2 365,CCCOC(=O)C1=CC=CC=C1O,"3,80"
2 366,COC1C(Br)=CC(Br)=CC=1Br,"4,48"
2 367,CC(=O)OC1=CNC2=CC=CC=C12,"2,01"
2 368,NC1C=CC=C(Cl)C=1Cl,"2,82"
2 369,NC1C(Cl)=CC=CC=1Cl,"2,76"
2 370,OC1C(Br)=CC=CC=1Br,"3,36"
2 371,CC1C(O)=CC=C(O)C=1C,"1,36"
2 372,ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,"5,17"
2 373,OC1=CC(Cl)=C(Cl)C(Cl)=C1,"4,01"
2 374,NC(=O)C1C=COC=1,"0,09"
2 375,NC(=O)C1=CC=CO1,"-0,11"
2 376,[O-][N+](=O)C1=CC=CO1,"0,66"
2 377,[O-][N+](=O)C1=CC=CS1,"1,55"
2 378,NC(=O)C1=CC=CC=C1Cl,"0,64"
2 379,CC1C=CC=CC=1N(C)C,"2,85"
2 380,[O-][N+](=O)C1C=C(C(O)=C(C=1)C(O)=O)[N+]([O-])=O,"1,71"
2 381,OC1C=CC(C(O)=O)=C(O)C=1O,"1,05"
2 382,NC(=O)C1=CC=CC=C1[N+]([O-])=O,"-0,12"
2 383,CC1C=C(C(=CC=1)[N+]([O-])=O)[N+]([O-])=O,"2,08"
2 384,[O-][N+](=O)C1C=CC(Cl)=CC=1[N+]([O-])=O,"2,18"
2 385,NC1=CC=CC2=CC3=CC=CC=C3C=C21,"3,69"
2 386,CC(=O)OC1C=CC=CC=1[N+]([O-])=O,"1,55"
2 387,COC(=O)C1C=CC=CC=1Cl,"2,38"
2 388,COC(=O)C1C=CC=CC=1I,"2,74"
2 389,CCC(=O)C1=CC=CC=C1O,"2,54"
2 390,NC1C=CC(C(O)=O)=C(N)C=1,"-0,31"
2 391,[O-][N+](=O)C1=CC=C(Cl)C=C1Cl,"3,07"
2 392,[O-][N+](=O)C1=CC2=C(C=C1)NC(=O)C2=O,"0,47"
2 393,COC(=O)C1=CC=CO1,"1,00"
2 394,CC1=CC=CC=C1CC,"3,53"
2 395,N#CC1C=CC=CC=1O,"1,61"
2 396,CC1C=CC=CC=1NC,"2,16"
2 397,CC1=CC=CC2=CC=CN=C21,"2,60"
2 398,ClC1C=CC=C2C=CC=NC2=1,"2,44"
2 399,NC1C=CC=C2N=CC=CC2=1,"1,16"
2 400,CN1C(=O)NC2N=CN(C)C=2C1=O,"-0,22"
2 401,CC(C)C(=O)C1C=CC=CC=1,"2,73"
2 402,CN(C)C(=O)C1C=CC=CC=1,"0,62"
2 403,COC1C=CC=CC=1CO,"1,13"
2 404,CCC1=CC=CC=C1[N+]([O-])=O,"2,58"
2 405,N#CC1=CC=CC=C1[N+]([O-])=O,"1,02"
2 406,[O-][N+](=O)C1=CC=CC=C1CO,"1,24"
2 407,CNC1C=CC=CC=1[N+]([O-])=O,"2,18"
2 408,CN1C2C(NC1=O)=NC(=O)NC2=O,"-1,18"
2 409,CC(=O)NC1C=CC(C)=CC=1[N+]([O-])=O,"1,49"
2 410,ClC1C=C2C=CC=NC2=CC=1,"2,73"
2 411,CC1=CC2=CC=CC=C2N=C1,"2,53"
2 412,CC1C=C2N=CC=CC2=CC=1,"2,47"
2 413,ClC1=CC=C2C=CC=CC2=N1,"2,71"
2 414,C1=CC2=CC=CC=C2N=C1C1C=CC=CC=1,"3,90"
2 415,O=NN(CC1C=CC=CC=1)C1C=CC=CC=1,"3,38"
2 416,CC1=CC2=CC3=CC=CC=C3C=C2C=C1,"5,00"
